transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id,status,pending_balance
1,26,Barrett LLC,2025-04-01 01:21:09,131.76,"4395 Brenda Lake, Queens, NY 10859",bill_payment,,pending,154.41
2,43,Davidson-Moreno,2025-04-01 01:38:24,-232.74,"4251 Jacob Lodge, Yonkers, NY 11087",refund,,pending,-95.11000000000001
3,42,Garcia-Wright,2025-04-01 01:45:14,-274.27,"2661 Nicole Roads, New York, NY 11836",refund,,pending,-129.68999999999997
4,44,Walsh-Harris,2025-04-01 01:48:34,-328.71,"1468 Edward Walk, Bronx, NY 11645",refund,,pending,96.73000000000002
5,27,Wilson Inc,2025-04-01 02:02:39,273.43,"406 Davenport Hill, Staten Island, NY 15360",wire_transfer,,pending,312.35
6,38,Moore LLC,2025-04-01 02:04:34,92.25,"4537 James Forest, Buffalo, NY 11168",bill_payment,,pending,253.3
7,37,Snyder Ltd,2025-04-01 02:27:55,323.51,"9819 Lauren Orchard, Albany, NY 15867",bill_payment,,pending,345.25
8,15,Anderson Ltd,2025-04-01 02:39:07,490.57,"5698 Martin Village, Albany, NY 17120",p2p_transfer,,pending,648.37
9,31,Rosales-Holmes,2025-04-01 02:52:21,-347.13,"4716 Davis Hill, Albany, NY 11980",refund,,pending,-143.69
10,50,Young PLC,2025-04-01 03:00:25,12.52,"2260 Marcus Park, Rochester, NY 11786",purchase,,pending,625.14
11,26,"Roberts, Hooper and Maxwell",2025-04-01 03:05:46,269.96,"9569 Anderson Heights, Brooklyn, NY 18354",purchase,,pending,424.37
12,54,Parks-Wilson,2025-04-01 03:08:09,473.47,"4693 Kimberly Ridges, Cheektowaga, NY 10138",bill_payment,,pending,733.58
13,18,Schwartz LLC,2025-04-01 03:13:53,-163.43,"3725 David Park, Syracuse, NY 13486",refund,,pending,240.92000000000002
14,24,"Duffy, Robinson and Brooks",2025-04-01 03:31:05,274.49,"8900 Nicholas Branch, Albany, NY 19701",bill_payment,,pending,459.24
15,31,"Nelson, Bell and Huynh",2025-04-01 03:47:16,58.68,"6779 Christina Ports, Tammystad, CT 09935",atm_withdrawal,,declined,-143.69
16,14,Pineda LLC,2025-04-01 03:49:27,239.65,"4095 Woods Walk, Cheektowaga, NY 12739",purchase,,pending,344.25
17,21,"Miles, Gaines and Cherry",2025-04-01 04:05:31,161.29,"7048 Deanna Trail, Rochester, NY 10900",atm_withdrawal,,pending,190.68
18,3,Byrd PLC,2025-04-01 04:22:36,269.00,"241 Crawford Cape, Niagara Falls, NY 16230",p2p_transfer,,pending,2868.75
19,47,Washington Group,2025-04-01 04:24:42,129.22,"3211 Devin Field, South Williamtown, IL 61903",atm_withdrawal,,declined,78.46
20,36,Dean PLC,2025-04-01 04:39:34,164.75,"7353 Roberts Island, Schenectady, NY 17413",atm_withdrawal,,pending,1651.92
21,16,"Walsh, Foster and Russo",2025-04-01 04:54:11,224.56,"742 Laura Track, Syracuse, NY 10098",wire_transfer,,pending,1719.25
22,5,"Singleton, Scott and Wade",2025-04-01 05:25:55,-188.15,"1434 Collins Ports, Staten Island, NY 14601",refund,,pending,692.41
23,41,"Stuart, Orozco and Wallace",2025-04-01 05:39:14,-389.77,"6617 Thomas Inlet, Rochester, NY 14017",refund,,pending,-314.03
24,27,"Gonzalez, Sparks and Rodgers",2025-04-01 05:41:34,486.70,"6142 Medina Radial, White Plains, NY 11076",bill_payment,,pending,799.05
25,50,Malone-Greene,2025-04-01 05:43:32,183.56,"2427 Gay Plaza, Staten Island, NY 11006",atm_withdrawal,,pending,808.7
26,33,Holland-Davis,2025-04-01 05:46:02,59.24,"9367 Delgado Land, Brooklyn, NY 19129",bill_payment,,pending,325.27
27,6,"Rice, Wilkerson and Gross",2025-04-01 05:58:06,-176.14,"5337 Welch Lane, Ricardoville, VT 06554",refund,,declined,139.07
28,34,Vaughn-Roberts,2025-04-01 05:58:54,299.67,"454 Christopher Mount, Binghamton, NY 12044",purchase,,pending,882.5999999999999
29,44,Marshall PLC,2025-04-01 06:01:26,-101.20,"7835 Aaron Meadow, Albany, NY 10691",refund,,pending,-4.469999999999985
30,16,Simmons-Brown,2025-04-01 06:02:39,316.85,"7086 Stephens Ranch, Syracuse, NY 19670",bill_payment,,pending,2036.1
31,7,Miranda-Anderson,2025-04-01 06:04:31,-15.93,"9273 Patricia Squares, Albany, NY 15554",refund,,pending,43.46
32,2,Pugh PLC,2025-04-01 06:12:51,39.39,"5688 Todd Locks, Utica, NY 15153",atm_withdrawal,,pending,149.75
33,54,Maldonado-Davis,2025-04-01 07:36:24,-314.66,"5401 Morales Junction, Queens, NY 11832",refund,,pending,418.92
34,13,"Johnson, Weber and Carson",2025-04-01 07:37:49,204.15,"1378 Everett Crest, Troy, NY 19047",bill_payment,,pending,596.33
35,29,Lamb-Patel,2025-04-01 07:44:00,2565.60,"507 Romero Garden, Albany, NY 13058",atm_withdrawal,,pending,2865.46
36,19,"Ramsey, Tucker and Moreno",2025-04-01 08:02:00,-106.37,"4096 Thomas Plain, Syracuse, NY 11487",refund,,pending,-49.63
37,35,"Price, Hogan and Lopez",2025-04-01 08:05:31,50.67,"7650 Flores Common, Ithaca, NY 16241",bill_payment,,pending,121.78
38,17,Kennedy Inc,2025-04-01 08:08:08,-186.56,"577 Wilson Road, Queens, NY 10784",refund,,pending,-163.29
39,39,"Brown, Rosario and Winters",2025-04-01 08:14:45,138.21,"1625 Harris Bridge, Niagara Falls, NY 12567",atm_withdrawal,,pending,384.87
40,35,Kirk-Reyes,2025-04-01 08:16:20,170.77,"4607 Peggy Stream, New York, NY 11983",bill_payment,,pending,292.55
41,42,Salazar-Robles,2025-04-01 08:17:29,29.27,"9541 Vanessa Plain, Queens, NY 13650",atm_withdrawal,,pending,-100.41999999999997
42,17,Clark-Wade,2025-04-01 08:18:01,219.26,"2871 Brock Divide, Bronx, NY 11766",bill_payment,,pending,55.97
43,41,Hardin PLC,2025-04-01 08:28:32,356.62,"4942 Susan Spring, White Plains, NY 11964",p2p_transfer,,pending,42.59000000000003
44,51,Harris-Kane,2025-04-01 08:57:44,369.03,"763 Evans Flat, Cheektowaga, NY 18034",wire_transfer,,pending,1102.48
45,19,Austin-Bailey,2025-04-01 09:07:10,-323.22,"555 Virginia Bypass, North Ruben, NJ 00737",refund,,declined,-49.63
46,18,Byrd PLC,2025-04-01 09:07:19,72.98,"1314 Wilkins Summit, East Heatherville, VT 01994",bill_payment,,declined,240.92000000000002
47,44,Gonzalez PLC,2025-04-01 09:14:57,187.43,"867 Sarah Forges, Johnmouth, IL 68120",atm_withdrawal,,declined,-4.469999999999985
48,11,Matthews-Fuentes,2025-04-01 09:25:07,328.53,"6630 Jacob Parks, Yonkers, NY 11948",p2p_transfer,,pending,416.98999999999995
49,29,Grimes Group,2025-04-01 09:26:25,138.82,"8537 Douglas Throughway, Yonkers, NY 17540",p2p_transfer,,pending,3004.28
50,20,Mejia-Jones,2025-04-01 09:31:28,228.53,"5306 Sanchez Coves, Schenectady, NY 16778",p2p_transfer,,pending,264.28
51,43,Bell-Ellison,2025-04-01 09:44:00,26.47,"5905 Mary Hill, Port Nicholasstad, CA 90321",atm_withdrawal,,declined,-95.11000000000001
52,8,Hunt Inc,2025-04-01 10:06:43,207.39,"1790 Martinez Row, Yonkers, NY 10406",purchase,,pending,379.34
53,33,Reese LLC,2025-04-01 10:10:20,-380.58,"9149 Christina Turnpike, Utica, NY 14793",refund,,pending,-55.31
54,48,Howard-Ross,2025-04-01 10:21:54,197.14,"9829 Gomez Fork, Bronx, NY 12400",atm_withdrawal,,pending,481.40999999999997
55,45,Wallace Ltd,2025-04-01 10:50:22,374.19,"9583 Castillo Viaduct, Niagara Falls, NY 16526",bill_payment,,pending,600.8299999999999
56,38,"Johnson, Torres and Mcbride",2025-04-01 11:05:42,225.32,"3504 William Prairie, Schenectady, NY 18372",wire_transfer,,pending,478.62
57,3,Hernandez-Espinoza,2025-04-01 11:39:55,165.00,"1161 Anthony Haven, Utica, NY 19887",purchase,,pending,3033.75
58,36,Evans Ltd,2025-04-01 11:48:31,198.27,"6489 Cline Fords, Staten Island, NY 16088",wire_transfer,,pending,1850.19
59,43,"James, Grant and Duncan",2025-04-01 11:49:40,-308.04,"7646 Golden Wall, Bronx, NY 15524",refund,,pending,-403.15000000000003
60,17,Dillon-Mckenzie,2025-04-01 11:55:34,350.02,"4870 Page Lights, Utica, NY 19286",wire_transfer,,pending,405.99
61,40,Giles PLC,2025-04-01 12:03:31,226.12,"7899 Russo Square, Niagara Falls, NY 13524",bill_payment,,pending,1049.8200000000002
62,36,"Richards, Roberts and Gill",2025-04-01 12:13:16,463.42,"9306 Jason Isle, East Samantha, PA 19988",bill_payment,,pending,2313.61
63,17,"Williams, Shelton and Hanson",2025-04-01 12:13:25,28.32,"1971 Devin Meadows, Binghamton, NY 18678",atm_withdrawal,,pending,434.31
64,40,"Garcia, Knight and Moses",2025-04-01 12:24:15,384.79,"6177 Danielle Point, Rochester, NY 19266",wire_transfer,,pending,1434.6100000000001
65,44,"Alvarez, Rios and Glover",2025-04-01 12:37:31,-71.17,"3658 Moreno Course, Queens, NY 17501",refund,,pending,-75.63999999999999
66,37,Hicks-Morgan,2025-04-01 12:41:20,91.67,"282 Davidson Pine, Buffalo, NY 18773",p2p_transfer,,pending,436.92
67,17,"Nelson, Willis and Petty",2025-04-01 13:08:01,2344.35,"2721 Lisa Fork, White Plains, NY 14133",p2p_transfer,,pending,2778.66
68,45,Jackson-Hansen,2025-04-01 13:14:22,67.34,"8110 Pierce Fields, Niagara Falls, NY 11747",bill_payment,,pending,668.17
69,38,"Jones, Torres and Long",2025-04-01 13:31:04,60.49,"3907 Bailey Harbor, Staten Island, NY 14607",purchase,,pending,539.11
70,19,Shaw-Smith,2025-04-01 13:43:40,212.34,"1322 Kaitlyn Road, Brooklyn, NY 15031",p2p_transfer,,pending,162.71
71,51,Contreras Group,2025-04-01 14:10:34,96.62,"8871 Welch Rue, Syracuse, NY 10615",atm_withdrawal,,pending,1199.1
72,43,"Johnson, Reynolds and Wilson",2025-04-01 14:11:58,443.39,"6097 Macdonald Way, Ithaca, NY 13984",bill_payment,,pending,40.23999999999995
73,31,"Morales, Medina and Wright",2025-04-01 14:22:02,158.48,"1832 Jeffrey Overpass, New York, NY 15807",bill_payment,,pending,14.789999999999992
74,34,"Miranda, Reed and Long",2025-04-01 14:33:09,72.92,"8989 Dickerson Points, Niagara Falls, NY 15325",wire_transfer,,pending,955.5199999999999
75,6,Bryant Inc,2025-04-01 14:48:29,-255.01,"9410 Amanda Mission, Cheektowaga, NY 17209",refund,,pending,-115.94
76,42,Hughes LLC,2025-04-01 14:56:29,106.86,"3713 Allison Junctions, Ithaca, NY 11902",p2p_transfer,,pending,6.440000000000026
77,46,Luna Group,2025-04-01 14:58:56,33.77,"7682 Jennifer Causeway, Ithaca, NY 10764",atm_withdrawal,,pending,112.28999999999999
78,53,"Valentine, Harris and Wagner",2025-04-01 15:00:36,31.68,"4662 Bridges Bypass, Cheektowaga, NY 18705",purchase,,pending,67.53999999999999
79,26,Lawson LLC,2025-04-01 15:10:39,206.13,"6528 Adams Motorway, Cheektowaga, NY 14194",p2p_transfer,,pending,630.5
80,34,"Mason, Schwartz and Davis",2025-04-01 16:10:39,301.47,"624 Amanda Extensions, Cheektowaga, NY 15927",p2p_transfer,,pending,1256.9899999999998
81,13,Smith LLC,2025-04-01 16:11:51,264.86,"9392 Carr Circles, Ithaca, NY 17040",bill_payment,,pending,861.19
82,15,Berg PLC,2025-04-01 16:13:11,3050.55,"2951 Powell Springs, Utica, NY 19127",wire_transfer,,declined,648.37
83,20,"Miller, Jackson and Lewis",2025-04-01 16:29:17,195.94,"269 Stephen Street, Ithaca, NY 14582",purchase,,pending,460.21999999999997
84,3,"Weaver, Carr and Jennings",2025-04-01 16:51:42,385.62,"880 Zachary Court, Staten Island, NY 10804",bill_payment,,pending,3419.37
85,10,"Baker, Chavez and Schultz",2025-04-01 17:06:23,137.84,"3661 Michael Road, Albany, NY 19017",atm_withdrawal,,pending,254.92000000000002
86,9,Howell Inc,2025-04-01 17:51:30,101.50,"2003 Powers Mount, Ithaca, NY 15237",p2p_transfer,,pending,856.38
87,23,Middleton-Carney,2025-04-01 18:08:15,154.58,"2591 Miller Island, Albany, NY 12835",atm_withdrawal,,pending,961.63
88,17,Jackson Ltd,2025-04-01 18:18:53,-277.66,"9697 Ruth Plains, Queens, NY 15437",refund,,pending,2501.0
89,12,Montgomery-Collier,2025-04-01 18:19:56,-193.72,"497 Barron Overpass, Syracuse, NY 17802",refund,,pending,390.73
90,22,Green-Melton,2025-04-01 18:28:06,77.07,"7058 Alyssa Course, Bronx, NY 17742",atm_withdrawal,,pending,221.53
91,29,Robertson-Mason,2025-04-01 18:29:56,29.87,"2933 Hughes Knoll, Schenectady, NY 12430",purchase,,pending,3034.15
92,4,Harrison PLC,2025-04-01 18:38:53,162.78,"7353 Shane Knoll, Troy, NY 12169",atm_withdrawal,,pending,561.35
93,54,Anderson-Lawrence,2025-04-01 18:40:07,177.08,"2093 Preston Village, Syracuse, NY 19226",bill_payment,,pending,596.0
94,29,"Guerrero, Bennett and Navarro",2025-04-01 19:11:38,57.46,"4645 Fritz Overpass, Niagara Falls, NY 11153",p2p_transfer,,pending,3091.61
95,27,Klein LLC,2025-04-01 19:12:24,-8.91,"6793 Mccarty Lodge, Troy, NY 18282",refund,,pending,790.14
96,34,Johnson-Woods,2025-04-01 19:13:03,55.92,"9972 Schroeder Manors, Buffalo, NY 10557",atm_withdrawal,,pending,1312.9099999999999
97,2,Hernandez-Greer,2025-04-01 19:18:40,164.95,"3052 Williamson Port, Buffalo, NY 11834",p2p_transfer,,pending,314.7
98,50,Cruz Group,2025-04-01 19:23:23,90.85,"7822 Butler Green, Queens, NY 14549",purchase,,pending,899.5500000000001
99,38,"Osborne, Jacobson and Hawkins",2025-04-01 19:26:35,90.93,"1457 Stout Street, Utica, NY 10855",p2p_transfer,,pending,630.04
100,33,"Gonzales, Carter and Case",2025-04-01 19:38:06,105.57,"4726 David Wall, Rochester, NY 10091",atm_withdrawal,,pending,50.25999999999999
101,3,"Mora, Bauer and Wood",2025-04-01 20:14:24,-153.03,"5199 Allen Fork, Yonkers, NY 16904",refund,,pending,3266.3399999999997
102,39,Salazar and Sons,2025-04-01 20:16:16,84.99,"7570 Price Heights, New York, NY 19294",purchase,,pending,469.86
103,50,Henderson-Hoffman,2025-04-01 20:26:10,-69.56,"8417 Kristie Freeway, Troy, NY 10787",refund,,pending,829.99
104,49,"Walters, Jensen and Christensen",2025-04-01 20:26:56,432.15,"2987 Judith Brooks, Albany, NY 19870",wire_transfer,,pending,518.5699999999999
105,19,Avila-Gordon,2025-04-01 20:27:07,402.84,"8663 Aaron Place, Staten Island, NY 10494",p2p_transfer,,pending,565.55
106,10,Hodge Group,2025-04-01 20:28:08,-149.50,"6687 Wall Villages, New York, NY 14495",refund,,pending,105.42000000000002
107,53,"Pham, Dawson and Dunn",2025-04-01 20:30:42,299.76,"563 Rose Mountains, Yonkers, NY 11532",wire_transfer,,pending,367.29999999999995
108,54,Lawrence Inc,2025-04-01 20:47:00,164.12,"6850 Coleman Stravenue, Rochester, NY 15848",bill_payment,,pending,760.12
109,44,"Smith, Robles and Hernandez",2025-04-01 20:49:06,464.58,"3822 Hughes Mountain, Staten Island, NY 16267",bill_payment,,pending,388.94
110,1,"Williams, Smith and Johnson",2025-04-01 20:59:55,11.81,"8594 Delacruz Rest, North Jeremy, NJ 01680",purchase,,declined,120.67
111,3,Brooks-Keller,2025-04-01 21:06:20,411.49,"3077 Cross Point, Ithaca, NY 16052",bill_payment,,pending,3677.83
112,3,"Webb, Guzman and Stevens",2025-04-01 21:21:24,492.13,"4184 Joseph Lights, Buffalo, NY 12526",wire_transfer,,pending,4169.96
113,42,Moore Ltd,2025-04-01 21:36:13,73.21,"6196 Conrad Highway, Syracuse, NY 17309",atm_withdrawal,,pending,79.65000000000002
114,43,"Lewis, Walker and Oconnell",2025-04-01 21:37:10,309.95,"9775 Robert Groves, Rochester, NY 14015",bill_payment,,pending,350.18999999999994
115,48,Matthews Inc,2025-04-01 21:37:35,464.22,"7930 Nicole Stravenue, Niagara Falls, NY 16865",bill_payment,,pending,945.63
116,20,Henderson Group,2025-04-01 21:53:46,-444.86,"1440 Johnston Ridge, Schenectady, NY 16670",refund,,pending,15.359999999999957
117,15,Young-Escobar,2025-04-01 21:56:19,114.48,"2630 Lutz Causeway, White Plains, NY 15137",atm_withdrawal,,pending,762.85
118,11,Jenkins-Cruz,2025-04-01 21:58:04,83.35,"2400 Brandon Wells, Staten Island, NY 15243",p2p_transfer,,pending,500.3399999999999
119,16,"Jordan, Ruiz and Lopez",2025-04-01 22:05:51,288.73,"982 Mia Lakes, Albany, NY 14841",bill_payment,,pending,2324.83
120,27,Moody Inc,2025-04-01 22:14:40,1629.00,"85 Andrew Expressway, Yonkers, NY 16440",wire_transfer,,pending,2419.14
121,42,"Andrews, Hammond and Roberts",2025-04-01 22:14:47,-54.78,"1292 Kathryn Freeway, Schenectady, NY 10838",refund,,pending,24.87000000000002
122,12,Barrett-Monroe,2025-04-01 22:31:42,451.54,"1667 Bryant Roads, Troy, NY 16349",wire_transfer,,pending,842.27
123,30,"Richards, Scott and Smith",2025-04-01 22:38:56,-281.57,"951 Mccoy Stravenue, Bronx, NY 19102",refund,,pending,-10.490000000000009
124,52,Garrett-Brown,2025-04-01 22:51:07,95.34,"5439 Audrey Inlet, Hansenborough, NJ 05777",p2p_transfer,,declined,2314.01
125,47,"Webb, Parker and Gilmore",2025-04-01 22:53:38,382.18,"27 Watson Crossing, Staten Island, NY 16320",wire_transfer,,pending,460.64
126,39,Garcia-Elliott,2025-04-01 22:56:32,183.02,"9185 Molly Freeway, Monroehaven, PA 18977",wire_transfer,,pending,652.88
127,3,Smith-Johnson,2025-04-01 22:57:35,373.77,"5237 Wendy Greens, Binghamton, NY 19571",wire_transfer,,pending,4543.73
128,42,Gordon-Fischer,2025-04-01 23:00:43,156.93,"1718 Amanda Pines, Buffalo, NY 11957",wire_transfer,,pending,181.8
129,29,Andersen-Rodriguez,2025-04-01 23:13:35,63.18,"1533 Sarah Cape, New York, NY 11877",atm_withdrawal,,pending,3154.79
130,5,"Gomez, Neal and Lewis",2025-04-01 23:20:51,290.63,"5948 Montes Heights, White Plains, NY 17569",purchase,,pending,983.04
131,20,"Garza, Watkins and Villarreal",2025-04-01 23:40:32,21.96,"3558 Brett Plaza, White Plains, NY 11184",atm_withdrawal,,pending,37.31999999999996
132,48,Campbell-Cannon,2025-04-02 01:14:10,465.82,"6662 Katie Drive, New York, NY 17423",bill_payment,,pending,1411.45
133,19,Bennett Inc,2025-04-02 01:35:05,115.96,"4711 Jon Forge, Schenectady, NY 12506",bill_payment,,pending,681.51
